State,Year,Period,labor force,employment,unemployment,unemployment rate
Hawaii,2018,Oct,673215,655810,17405,2.6
Hawaii,2018,Nov,678100,659813,18287,2.7
Hawaii,2018,Dec,676173,660788,15385,2.3
Hawaii,2019,Jan,672150,652747,19403,2.9
Hawaii,2019,Feb,668169,649760,18409,2.8
Hawaii,2019,Mar,668996,649804,19192,2.9
Hawaii,2019,Apr,665451,646692,18759,2.8
Hawaii,2019,May,660319,643143,17176,2.6
Hawaii,2019,Jun,662563,641188,21375,3.2
Hawaii,2019,Jul,661807,643964,17843,2.7
Hawaii,2019,Aug,656896,640094,16802,2.6
Hawaii,2019,Sep,657524,639284,18240,2.8
Hawaii,2019,Oct,663422,645934,17488,2.6
Idaho,2016,Jan,800450,760163,40287,5
Idaho,2016,Feb,804865,766450,38415,4.8
Idaho,2016,Mar,807438,770396,37042,4.6
Idaho,2016,Apr,807911,775517,32394,4
Idaho,2016,May,812930,784945,27985,3.4
Idaho,2016,Jun,823123,794192,28931,3.5
Idaho,2016,Jul,827153,798328,28825,3.5
Idaho,2016,Aug,820468,793147,27321,3.3
Idaho,2016,Sep,817966,791918,26048,3.2
Idaho,2016,Oct,820345,794760,25585,3.1
Idaho,2016,Nov,819470,790836,28634,3.5
Idaho,2016,Dec,818800,789408,29392,3.6
Idaho,2017,Jan,819071,782303,36768,4.5
Idaho,2017,Feb,822203,787297,34906,4.2
Idaho,2017,Mar,825474,792393,33081,4
Idaho,2017,Apr,825576,797511,28065,3.4
Idaho,2017,May,832138,808329,23809,2.9
Idaho,2017,Jun,843462,819139,24323,2.9
Idaho,2017,Jul,845458,821025,24433,2.9
Idaho,2017,Aug,839537,816523,23014,2.7
Idaho,2017,Sep,839069,817393,21676,2.6
Idaho,2017,Oct,841119,819681,21438,2.5
Idaho,2017,Nov,841224,816223,25001,3
Idaho,2017,Dec,842041,816013,26028,3.1
Idaho,2018,Jan,841944,808380,33564,4
Idaho,2018,Feb,846864,815106,31758,3.8
Idaho,2018,Mar,848084,817871,30213,3.6
Idaho,2018,Apr,849330,823696,25634,3
Idaho,2018,May,855937,834870,21067,2.5
Idaho,2018,Jun,866461,844517,21944,2.5
Idaho,2018,Jul,869908,848283,21625,2.5
Idaho,2018,Aug,861882,841551,20331,2.4
Idaho,2018,Sep,858931,840026,18905,2.2
Idaho,2018,Oct,862938,843718,19220,2.2
Idaho,2018,Nov,861411,838511,22900,2.7
Idaho,2018,Dec,860899,836259,24640,2.9
Idaho,2019,Jan,863966,828934,35032,4.1
Idaho,2019,Feb,867922,835843,32079,3.7
Idaho,2019,Mar,867630,838010,29620,3.4
Idaho,2019,Apr,868687,844994,23693,2.7
Idaho,2019,May,875121,854064,21057,2.4
Idaho,2019,Jun,888777,865680,23097,2.6
Idaho,2019,Jul,894455,869667,24788,2.8
Idaho,2019,Aug,888346,865008,23338,2.6
Idaho,2019,Sep,885920,865616,20304,2.3
Idaho,2019,Oct,888317,867599,20718,2.3
Illinois,2016,Jan,6525625,6090194,435431,6.7
Illinois,2016,Feb,6565165,6136724,428441,6.5
Illinois,2016,Mar,6589324,6172443,416881,6.3
Illinois,2016,Apr,6554467,6175066,379401,5.8
Illinois,2016,May,6546924,6200475,346449,5.3
Illinois,2016,Jun,6637173,6238202,398971,6
Illinois,2016,Jul,6626366,6241307,385059,5.8
Illinois,2016,Aug,6555341,6175243,380098,5.8
Illinois,2016,Sep,6519163,6157320,361843,5.6
Illinois,2016,Oct,6524093,6165417,358676,5.5
Illinois,2016,Nov,6492398,6162070,330328,5.1
Illinois,2016,Dec,6462121,6119829,342292,5.3
Illinois,2017,Jan,6458237,6062606,395631,6.1
Illinois,2017,Feb,6467499,6105972,361527,5.6
Illinois,2017,Mar,6475044,6156262,318782,4.9
Illinois,2017,Apr,6459278,6169858,289420,4.5
Illinois,2017,May,6460759,6176744,284015,4.4
Illinois,2017,Jun,6562400,6229982,332418,5.1
Illinois,2017,Jul,6570584,6236829,333755,5.1
Illinois,2017,Aug,6513347,6169124,344223,5.3
Illinois,2017,Sep,6500817,6202255,298562,4.6
Illinois,2017,Oct,6477651,6185520,292131,4.5
Illinois,2017,Nov,6482935,6194151,288784,4.5
Illinois,2017,Dec,6446796,6157254,289542,4.5
Illinois,2018,Jan,6416140,6087605,328535,5.1
Illinois,2018,Feb,6477500,6160961,316539,4.9
Illinois,2018,Mar,6467723,6186715,281008,4.3
Illinois,2018,Apr,6436374,6191359,245015,3.8
Illinois,2018,May,6451295,6215786,235509,3.7
Illinois,2018,Jun,6557489,6250946,306543,4.7
Illinois,2018,Jul,6556104,6263615,292489,4.5
Illinois,2018,Aug,6442739,6164454,278285,4.3
Illinois,2018,Sep,6435664,6187133,248531,3.9
Illinois,2018,Oct,6477162,6213931,263231,4.1
Illinois,2018,Nov,6468774,6209756,259018,4
Illinois,2018,Dec,6449049,6163561,285488,4.4
Illinois,2019,Jan,6430086,6092664,337422,5.2
Illinois,2019,Feb,6455651,6153128,302523,4.7
Illinois,2019,Mar,6470215,6180422,289793,4.5
Illinois,2019,Apr,6479288,6219981,259307,4
Illinois,2019,May,6463675,6230198,233477,3.6
Illinois,2019,Jun,6576829,6311488,265341,4
Illinois,2019,Jul,6592918,6314559,278359,4.2
Illinois,2019,Aug,6527270,6281272,245998,3.8
Illinois,2019,Sep,6482734,6252349,230385,3.6
Illinois,2019,Oct,6487355,6251883,235472,3.6
Indiana,2016,Jan,3289538,3124714,164824,5
Indiana,2016,Feb,3313360,3144113,169247,5.1
Indiana,2016,Mar,3334889,3166308,168581,5.1
Indiana,2016,Apr,3336907,3189817,147090,4.4
Indiana,2016,May,3346989,3207014,139975,4.2
Indiana,2016,Jun,3373917,3219930,153987,4.6
Indiana,2016,Jul,3366909,3218680,148229,4.4
Indiana,2016,Aug,3337512,3188904,148608,4.5
Indiana,2016,Sep,3322494,3187607,134887,4.1
Indiana,2016,Oct,3322663,3190049,132614,4
Indiana,2016,Nov,3311971,3184429,127542,3.9
Indiana,2016,Dec,3289568,3161214,128354,3.9
Indiana,2017,Jan,3299034,3151131,147903,4.5
Indiana,2017,Feb,3308303,3166770,141533,4.3
Indiana,2017,Mar,3316914,3195974,120940,3.6
Indiana,2017,Apr,3329141,3229500,99641,3
Indiana,2017,May,3344353,3236975,107378,3.2
Indiana,2017,Jun,3379055,3260575,118480,3.5
Indiana,2017,Jul,3371037,3249261,121776,3.6
Indiana,2017,Aug,3348360,3215415,132945,4
Indiana,2017,Sep,3346056,3235489,110567,3.3
Indiana,2017,Oct,3337872,3230696,107176,3.2
Indiana,2017,Nov,3339831,3230324,109507,3.3
Indiana,2017,Dec,3319899,3215269,104630,3.2
Indiana,2018,Jan,3317001,3196771,120230,3.6
Indiana,2018,Feb,3354634,3228322,126312,3.8
Indiana,2018,Mar,3365497,3246605,118892,3.5
Indiana,2018,Apr,3378799,3274179,104620,3.1
Indiana,2018,May,3404379,3295784,108595,3.2
Indiana,2018,Jun,3436719,3308678,128041,3.7
Indiana,2018,Jul,3425660,3304005,121655,3.6
Indiana,2018,Aug,3379958,3257223,122735,3.6
Indiana,2018,Sep,3370504,3266081,104423,3.1
Indiana,2018,Oct,3393074,3280583,112491,3.3
Indiana,2018,Nov,3387893,3276017,111876,3.3
Indiana,2018,Dec,3366433,3252706,113727,3.4
Indiana,2019,Jan,3391548,3253152,138396,4.1
Indiana,2019,Feb,3410854,3271372,139482,4.1
Indiana,2019,Mar,3418659,3284264,134395,3.9
Indiana,2019,Apr,3406980,3303027,103953,3.1
Indiana,2019,May,3368983,3270198,98785,2.9
Indiana,2019,Jun,3410149,3297023,113126,3.3
Indiana,2019,Jul,3421884,3299678,122206,3.6
Indiana,2019,Aug,3399531,3290414,109117,3.2
Indiana,2019,Sep,3366755,3271303,95452,2.8
Indiana,2019,Oct,3377838,3276391,101447,3
Iowa,2016,Jan,1690774,1615707,75067,4.4
Iowa,2016,Feb,1696612,1624225,72387,4.3
Iowa,2016,Mar,1695534,1629600,65934,3.9
Iowa,2016,Apr,1695780,1638335,57445,3.4
Iowa,2016,May,1692363,1636877,55486,3.3
Iowa,2016,Jun,1708830,1645307,63523,3.7
Iowa,2016,Jul,1715077,1653256,61821,3.6
Iowa,2016,Aug,1696384,1635123,61261,3.6
Iowa,2016,Sep,1689539,1633379,56160,3.3
Iowa,2016,Oct,1692427,1640780,51647,3.1
Iowa,2016,Nov,1682167,1631851,50316,3
Iowa,2016,Dec,1674182,1615394,58788,3.5
Iowa,2017,Jan,1669472,1597188,72284,4.3
Iowa,2017,Feb,1673315,1607198,66117,4
Iowa,2017,Mar,1673738,1614841,58897,3.5
Iowa,2017,Apr,1677883,1627758,50125,3
Iowa,2017,May,1674484,1626384,48100,2.9
Iowa,2017,Jun,1694856,1641374,53482,3.2
Iowa,2017,Jul,1700447,1649497,50950,3
Iowa,2017,Aug,1682043,1630322,51721,3.1
Iowa,2017,Sep,1679252,1633511,45741,2.7
Iowa,2017,Oct,1676616,1637958,38658,2.3
Iowa,2017,Nov,1671302,1631163,40139,2.4
Iowa,2017,Dec,1666776,1619451,47325,2.8
Iowa,2018,Jan,1665701,1605876,59825,3.6
Iowa,2018,Feb,1677441,1621427,56014,3.3
Iowa,2018,Mar,1677530,1626810,50720,3
Iowa,2018,Apr,1682952,1640006,42946,2.6
Iowa,2018,May,1682376,1646181,36195,2.2
Iowa,2018,Jun,1703561,1660030,43531,2.6
Iowa,2018,Jul,1708108,1667412,40696,2.4
Iowa,2018,Aug,1684312,1644050,40262,2.4
Iowa,2018,Sep,1684670,1649738,34932,2.1
Iowa,2018,Oct,1695446,1663922,31524,1.9
Iowa,2018,Nov,1691018,1659462,31556,1.9
Iowa,2018,Dec,1688961,1646440,42521,2.5
Iowa,2019,Jan,1690194,1634593,55601,3.3
Iowa,2019,Feb,1708614,1661828,46786,2.7
Iowa,2019,Mar,1714665,1667122,47543,2.8
Iowa,2019,Apr,1715300,1679115,36185,2.1
Iowa,2019,May,1714122,1677465,36657,2.1
Iowa,2019,Jun,1741626,1696304,45322,2.6
Iowa,2019,Jul,1759364,1712566,46798,2.7
Iowa,2019,Aug,1750210,1704650,45560,2.6
Iowa,2019,Sep,1758902,1720225,38677,2.2
Iowa,2019,Oct,1774385,1736217,38168,2.2
Kansas,2016,Jan,1482621,1420894,61727,4.2
Kansas,2016,Feb,1487334,1424692,62642,4.2
Kansas,2016,Mar,1484391,1423900,60491,4.1
Kansas,2016,Apr,1482062,1425985,56077,3.8
Kansas,2016,May,1477342,1421824,55518,3.8
Kansas,2016,Jun,1501424,1435737,65687,4.4
Kansas,2016,Jul,1505725,1434782,70943,4.7
Kansas,2016,Aug,1479774,1414653,65121,4.4
Kansas,2016,Sep,1478393,1420916,57477,3.9
Kansas,2016,Oct,1484477,1428143,56334,3.8
Kansas,2016,Nov,1484165,1430005,54160,3.6
Kansas,2016,Dec,1476149,1423669,52480,3.6
Kansas,2017,Jan,1471324,1410073,61251,4.2
Kansas,2017,Feb,1476026,1416348,59678,4
Kansas,2017,Mar,1473713,1418933,54780,3.7
Kansas,2017,Apr,1472996,1421686,51310,3.5
Kansas,2017,May,1470034,1418018,52016,3.5
Kansas,2017,Jun,1494458,1435911,58547,3.9
Kansas,2017,Jul,1501811,1438553,63258,4.2
Kansas,2017,Aug,1477264,1417821,59443,4
Kansas,2017,Sep,1476595,1428113,48482,3.3
Kansas,2017,Oct,1477968,1431613,46355,3.1
Kansas,2017,Nov,1479771,1432988,46783,3.2
Kansas,2017,Dec,1472602,1426636,45966,3.1
Kansas,2018,Jan,1467662,1412815,54847,3.7
Kansas,2018,Feb,1476578,1421510,55068,3.7
Kansas,2018,Mar,1473071,1421460,51611,3.5
Kansas,2018,Apr,1473239,1427006,46233,3.1
Kansas,2018,May,1472156,1425997,46159,3.1
Kansas,2018,Jun,1498096,1443282,54814,3.7
Kansas,2018,Jul,1503990,1446190,57800,3.8
Kansas,2018,Aug,1477155,1425372,51783,3.5
Kansas,2018,Sep,1478994,1434837,44157,3
Kansas,2018,Oct,1488086,1443218,44868,3
Kansas,2018,Nov,1490418,1446252,44166,3
Kansas,2018,Dec,1487183,1440699,46484,3.1
Kansas,2019,Jan,1478977,1422531,56446,3.8
Kansas,2019,Feb,1482112,1426917,55195,3.7
Kansas,2019,Mar,1472488,1418673,53815,3.7
Kansas,2019,Apr,1465858,1421426,44432,3
Kansas,2019,May,1470964,1423572,47392,3.2
Kansas,2019,Jun,1490656,1442009,48647,3.3
Kansas,2019,Jul,1502091,1445203,56888,3.8
Kansas,2019,Aug,1484513,1434112,50401,3.4
Kansas,2019,Sep,1491504,1450463,41041,2.8
Kansas,2019,Oct,1502927,1460245,42682,2.8
Kentucky,2016,Jan,1979658,1863445,116213,5.9
Kentucky,2016,Feb,1995213,1876278,118935,6
Kentucky,2016,Mar,2007859,1896175,111684,5.6
Kentucky,2016,Apr,2003375,1908386,94989,4.7
Kentucky,2016,May,2014082,1915273,98809,4.9
Kentucky,2016,Jun,2037930,1926415,111515,5.5
Kentucky,2016,Jul,2027715,1920453,107262,5.3
Kentucky,2016,Aug,2010633,1913450,97183,4.8
Kentucky,2016,Sep,2019379,1921489,97890,4.8
Kentucky,2016,Oct,2020112,1924113,95999,4.8
Kentucky,2016,Nov,2025153,1935123,90030,4.4
Kentucky,2016,Dec,2028204,1930209,97995,4.8
Kentucky,2017,Jan,2026682,1907496,119186,5.9
Kentucky,2017,Feb,2042533,1921646,120887,5.9
Kentucky,2017,Mar,2059701,1946783,112918,5.5
Kentucky,2017,Apr,2058718,1960311,98407,4.8
Kentucky,2017,May,2060810,1958799,102011,5
Kentucky,2017,Jun,2085695,1971442,114253,5.5
Kentucky,2017,Jul,2070753,1959630,111123,5.4
Kentucky,2017,Aug,2045799,1948521,97278,4.8
Kentucky,2017,Sep,2056663,1967957,88706,4.3
Kentucky,2017,Oct,2043826,1960333,83493,4.1
Kentucky,2017,Nov,2049032,1969548,79484,3.9
Kentucky,2017,Dec,2044875,1963923,80952,4
Kentucky,2018,Jan,2033122,1934981,98141,4.8
Kentucky,2018,Feb,2057658,1953855,103803,5
Kentucky,2018,Mar,2068027,1970862,97165,4.7
Kentucky,2018,Apr,2066323,1982478,83845,4.1
Kentucky,2018,May,2074587,1985806,88781,4.3
Kentucky,2018,Jun,2098389,1996404,101985,4.9
Kentucky,2018,Jul,2082225,1983762,98463,4.7
Kentucky,2018,Aug,2045596,1961059,84537,4.1
Kentucky,2018,Sep,2054993,1970431,84562,4.1
Kentucky,2018,Oct,2050539,1971276,79263,3.9
Kentucky,2018,Nov,2054178,1981873,72305,3.5
Kentucky,2018,Dec,2053820,1974952,78868,3.8
Kentucky,2019,Jan,2047825,1956371,91454,4.5
Kentucky,2019,Feb,2057594,1969140,88454,4.3
Kentucky,2019,Mar,2078153,1985036,93117,4.5
Kentucky,2019,Apr,2068819,1988524,80295,3.9
Kentucky,2019,May,2081287,1998012,83275,4
Kentucky,2019,Jun,2095169,1992985,102184,4.9
Kentucky,2019,Jul,2085731,1978346,107385,5.1
Kentucky,2019,Aug,2068539,1978363,90176,4.4
Kentucky,2019,Sep,2070290,1991894,78396,3.8
Kentucky,2019,Oct,2074332,1996697,77635,3.7
Louisiana,2016,Jan,2112825,1979176,133649,6.3
Louisiana,2016,Feb,2115997,1994312,121685,5.8
Louisiana,2016,Mar,2130719,2002879,127840,6
Louisiana,2016,Apr,2130699,2008952,121747,5.7
Louisiana,2016,May,2125589,2002396,123193,5.8
Louisiana,2016,Jun,2152173,2003371,148802,6.9
Louisiana,2016,Jul,2150046,2006211,143835,6.7
Louisiana,2016,Aug,2117984,1978765,139219,6.6
Louisiana,2016,Sep,2118329,1982785,135544,6.4
Louisiana,2016,Oct,2113905,1990592,123313,5.8
Louisiana,2016,Nov,2102407,1989633,112774,5.4
Louisiana,2016,Dec,2082182,1972425,109757,5.3
Louisiana,2017,Jan,2078546,1951411,127135,6.1
Louisiana,2017,Feb,2086823,1974526,112297,5.4
Louisiana,2017,Mar,2097874,1987356,110518,5.3
Louisiana,2017,Apr,2102533,1997608,104925,5
Louisiana,2017,May,2098388,1991881,106507,5.1
Louisiana,2017,Jun,2127125,2001501,125624,5.9
Louisiana,2017,Jul,2128306,2008434,119872,5.6
Louisiana,2017,Aug,2109195,1991587,117608,5.6
Louisiana,2017,Sep,2110752,2006696,104056,4.9
Louisiana,2017,Oct,2106260,2015202,91058,4.3
Louisiana,2017,Nov,2107620,2018695,88925,4.2
Louisiana,2017,Dec,2090223,2006425,83798,4
Louisiana,2018,Jan,2079859,1978655,101204,4.9
Louisiana,2018,Feb,2092235,2000119,92116,4.4
Louisiana,2018,Mar,2104316,2007408,96908,4.6
Louisiana,2018,Apr,2106197,2011829,94368,4.5
Louisiana,2018,May,2104962,2004827,100135,4.8
Louisiana,2018,Jun,2138528,2007861,130667,6.1
Louisiana,2018,Jul,2135050,2013675,121375,5.7
Louisiana,2018,Aug,2099916,1985692,114224,5.4
Louisiana,2018,Sep,2093336,1990366,102970,4.9
Louisiana,2018,Oct,2105178,2008105,97073,4.6
Louisiana,2018,Nov,2098944,2008585,90359,4.3
Louisiana,2018,Dec,2083413,1992366,91047,4.4
Louisiana,2019,Jan,2081782,1974283,107499,5.2
Louisiana,2019,Feb,2087378,1995463,91915,4.4
Louisiana,2019,Mar,2090703,2010299,80404,3.8
Louisiana,2019,Apr,2088457,2015812,72645,3.5
Louisiana,2019,May,2093896,2008023,85873,4.1
Louisiana,2019,Jun,2127442,2014288,113154,5.3
Louisiana,2019,Jul,2119442,2009273,110169,5.2
Louisiana,2019,Aug,2089949,1987562,102387,4.9
Louisiana,2019,Sep,2095218,2000060,95158,4.5
Louisiana,2019,Oct,2101385,2002468,98917,4.7
Maine,2016,Jan,673597,641475,32122,4.8
Maine,2016,Feb,675163,642928,32235,4.8
Maine,2016,Mar,678962,647348,31614,4.7
Maine,2016,Apr,681981,653716,28265,4.1
Maine,2016,May,686227,660324,25903,3.8
Maine,2016,Jun,701530,675935,25595,3.6
Maine,2016,Jul,711590,686225,25365,3.6
Maine,2016,Aug,710609,688698,21911,3.1
Maine,2016,Sep,693980,672422,21558,3.1
Maine,2016,Oct,697617,675830,21787,3.1
Maine,2016,Nov,692302,668258,24044,3.5
Maine,2016,Dec,691203,667587,23616,3.4
Maine,2017,Jan,688914,658941,29973,4.4
Maine,2017,Feb,688319,658430,29889,4.3
Maine,2017,Mar,691339,662407,28932,4.2
Maine,2017,Apr,692044,666186,25858,3.7
Maine,2017,May,695120,670963,24157,3.5
Maine,2017,Jun,709742,686129,23613,3.3
Maine,2017,Jul,717033,693945,23088,3.2
Maine,2017,Aug,714714,695154,19560,2.7
Maine,2017,Sep,698120,679464,18656,2.7
Maine,2017,Oct,699630,680901,18729,2.7
Maine,2017,Nov,693509,672440,21069,3
Maine,2017,Dec,692538,672035,20503,3
Maine,2018,Jan,688849,661813,27036,3.9
Maine,2018,Feb,689944,662422,27522,4
Maine,2018,Mar,691740,664603,27137,3.9
Maine,2018,Apr,693112,668610,24502,3.5
Maine,2018,May,696513,673639,22874,3.3
Maine,2018,Jun,710735,687449,23286,3.3
Maine,2018,Jul,717755,694483,23272,3.2
Maine,2018,Aug,713770,693631,20139,2.8
Maine,2018,Sep,697191,677401,19790,2.8
Maine,2018,Oct,699745,679245,20500,2.9
Maine,2018,Nov,693756,670720,23036,3.3
Maine,2018,Dec,691825,668637,23188,3.4
Maine,2019,Jan,688885,659258,29627,4.3
Maine,2019,Feb,687164,660228,26936,3.9
Maine,2019,Mar,687474,661192,26282,3.8
Maine,2019,Apr,686294,662488,23806,3.5
Maine,2019,May,688858,666468,22390,3.3
Maine,2019,Jun,702161,682539,19622,2.8
Maine,2019,Jul,707709,690925,16784,2.4
Maine,2019,Aug,706577,691876,14701,2.1
Maine,2019,Sep,688370,672864,15506,2.3
Maine,2019,Oct,692566,676180,16386,2.4
Maryland,2016,Jan,3127299,2974263,153036,4.9
Maryland,2016,Feb,3129719,2978888,150831,4.8
Maryland,2016,Mar,3142915,2998985,143930,4.6
Maryland,2016,Apr,3132021,3003027,128994,4.1
Maryland,2016,May,3142116,3011259,130857,4.2
Maryland,2016,Jun,3179677,3031359,148318,4.7
Maryland,2016,Jul,3208444,3059409,149035,4.6
Maryland,2016,Aug,3176583,3031887,144696,4.6
Maryland,2016,Sep,3167010,3029659,137351,4.3
Maryland,2016,Oct,3178075,3038458,139617,4.4
Maryland,2016,Nov,3172024,3038269,133755,4.2
Maryland,2016,Dec,3164962,3034337,130625,4.1
Maryland,2017,Jan,3166623,3014640,151983,4.8
Maryland,2017,Feb,3167682,3020970,146712,4.6
Maryland,2017,Mar,3179654,3043415,136239,4.3
Maryland,2017,Apr,3173936,3049724,124212,3.9
Maryland,2017,May,3181279,3053897,127382,4
Maryland,2017,Jun,3220555,3077136,143419,4.5
Maryland,2017,Jul,3245185,3102196,142989,4.4
Maryland,2017,Aug,3208105,3068815,139290,4.3
Maryland,2017,Sep,3200864,3073218,127646,4
Maryland,2017,Oct,3200206,3069686,130520,4.1
Maryland,2017,Nov,3195822,3063865,131957,4.1
Maryland,2017,Dec,3181931,3054514,127417,4
Maryland,2018,Jan,3177233,3031194,146039,4.6
Maryland,2018,Feb,3187022,3044102,142920,4.5
Maryland,2018,Mar,3191821,3059661,132160,4.1
Maryland,2018,Apr,3179675,3062523,117152,3.7
Maryland,2018,May,3191396,3071701,119695,3.8
Maryland,2018,Jun,3228147,3090567,137580,4.3
Maryland,2018,Jul,3250426,3115752,134674,4.1
Maryland,2018,Aug,3200076,3073160,126916,4
Maryland,2018,Sep,3185520,3072058,113462,3.6
Maryland,2018,Oct,3198764,3083480,115284,3.6
Maryland,2018,Nov,3191352,3081449,109903,3.4
Maryland,2018,Dec,3184211,3074176,110035,3.5
Maryland,2019,Jan,3191193,3055513,135680,4.3
Maryland,2019,Feb,3200023,3067830,132193,4.1
Maryland,2019,Mar,3206056,3082048,124008,3.9
Maryland,2019,Apr,3194480,3087151,107329,3.4
Maryland,2019,May,3219361,3105471,113890,3.5
Maryland,2019,Jun,3271812,3142775,129037,3.9
Maryland,2019,Jul,3308228,3176969,131259,4
Maryland,2019,Aug,3286650,3160230,126420,3.8
Maryland,2019,Sep,3266964,3157766,109198,3.3
Maryland,2019,Oct,3297387,3190932,106455,3.2
Massachusetts,2016,Jan,3570271,3397544,172727,4.8
Massachusetts,2016,Feb,3584958,3420548,164410,4.6
Massachusetts,2016,Mar,3600484,3444303,156181,4.3
Massachusetts,2016,Apr,3592979,3458216,134763,3.8
Massachusetts,2016,May,3595127,3461424,133703,3.7
Massachusetts,2016,Jun,3657885,3510809,147076,4
Massachusetts,2016,Jul,3676284,3528906,147378,4
Massachusetts,2016,Aug,3664808,3532369,132439,3.6
Massachusetts,2016,Sep,3606977,3476146,130831,3.6
Massachusetts,2016,Oct,3623185,3502332,120853,3.3
Massachusetts,2016,Nov,3631718,3513295,118423,3.3
Massachusetts,2016,Dec,3631534,3507325,124209,3.4
Massachusetts,2017,Jan,3642276,3481808,160468,4.4
Massachusetts,2017,Feb,3661593,3503573,158020,4.3
Massachusetts,2017,Mar,3677411,3530230,147181,4
Massachusetts,2017,Apr,3670502,3541634,128868,3.5
Massachusetts,2017,May,3671972,3535314,136658,3.7
Massachusetts,2017,Jun,3734646,3584142,150504,4
Massachusetts,2017,Jul,3750958,3598633,152325,4.1
Massachusetts,2017,Aug,3736156,3596514,139642,3.7
Massachusetts,2017,Sep,3687683,3555552,132131,3.6
Massachusetts,2017,Oct,3693960,3574417,119543,3.2
Massachusetts,2017,Nov,3710910,3590981,119929,3.2
Massachusetts,2017,Dec,3713862,3591656,122206,3.3
Massachusetts,2018,Jan,3724639,3570387,154252,4.1
Massachusetts,2018,Feb,3759467,3607797,151670,4
Massachusetts,2018,Mar,3775360,3633708,141652,3.8
Massachusetts,2018,Apr,3777446,3654197,123249,3.3
Massachusetts,2018,May,3789870,3665310,124560,3.3
Massachusetts,2018,Jun,3859080,3715387,143693,3.7
Massachusetts,2018,Jul,3874598,3733785,140813,3.6
Massachusetts,2018,Aug,3847405,3723265,124140,3.2
Massachusetts,2018,Sep,3795770,3680389,115381,3
Massachusetts,2018,Oct,3817350,3712996,104354,2.7
Massachusetts,2018,Nov,3823218,3724395,98823,2.6
Massachusetts,2018,Dec,3821194,3719204,101990,2.7
Massachusetts,2019,Jan,3834176,3694718,139458,3.6
Massachusetts,2019,Feb,3833572,3710972,122600,3.2
Massachusetts,2019,Mar,3833122,3713570,119552,3.1
Massachusetts,2019,Apr,3814093,3714534,99559,2.6
Massachusetts,2019,May,3836848,3717195,119653,3.1
Massachusetts,2019,Jun,3878396,3756472,121924,3.1
Massachusetts,2019,Jul,3871993,3759292,112701,2.9
Massachusetts,2019,Aug,3886911,3776766,110145,2.8
Massachusetts,2019,Sep,3816437,3705844,110593,2.9
Massachusetts,2019,Oct,3840687,3746093,94594,2.5
Michigan,2016,Jan,4756888,4509241,247647,5.2
Michigan,2016,Feb,4803487,4553905,249582,5.2
Michigan,2016,Mar,4830858,4573759,257099,5.3
Michigan,2016,Apr,4803035,4581365,221670,4.6
Michigan,2016,May,4843885,4626632,217253,4.5
Michigan,2016,Jun,4891072,4640560,250512,5.1
Michigan,2016,Jul,4910027,4627113,282914,5.8
Michigan,2016,Aug,4893875,4637433,256442,5.2
Michigan,2016,Sep,4869794,4630227,239567,4.9
Michigan,2016,Oct,4876171,4637772,238399,4.9
Michigan,2016,Nov,4856563,4645327,211236,4.3
Michigan,2016,Dec,4841368,4616967,224401,4.6
Michigan,2017,Jan,4836132,4564623,271509,5.6
Michigan,2017,Feb,4870718,4606821,263897,5.4
Michigan,2017,Mar,4867045,4638205,228840,4.7
Michigan,2017,Apr,4836273,4652055,184218,3.8
Michigan,2017,May,4869139,4681697,187442,3.8
Michigan,2017,Jun,4920473,4700188,220285,4.5
Michigan,2017,Jul,4945145,4676966,268179,5.4
Michigan,2017,Aug,4926353,4678887,247466,5
Michigan,2017,Sep,4920007,4699318,220689,4.5
Michigan,2017,Oct,4889895,4684692,205203,4.2
Michigan,2017,Nov,4883754,4688054,195700,4
Michigan,2017,Dec,4868096,4657005,211091,4.3
Michigan,2018,Jan,4841938,4594760,247178,5.1
Michigan,2018,Feb,4902969,4661719,241250,4.9
Michigan,2018,Mar,4899905,4677427,222478,4.5
Michigan,2018,Apr,4865880,4685595,180285,3.7
Michigan,2018,May,4907004,4733664,173340,3.5
Michigan,2018,Jun,4960063,4744534,215529,4.3
Michigan,2018,Jul,4962680,4725287,237393,4.8
Michigan,2018,Aug,4902292,4703134,199158,4.1
Michigan,2018,Sep,4882449,4709818,172631,3.5
Michigan,2018,Oct,4909341,4728045,181296,3.7
Michigan,2018,Nov,4893580,4726807,166773,3.4
Michigan,2018,Dec,4896726,4695350,201376,4.1
Michigan,2019,Jan,4905115,4680497,224618,4.6
Michigan,2019,Feb,4938198,4735966,202232,4.1
Michigan,2019,Mar,4950462,4731104,219358,4.4
Michigan,2019,Apr,4926510,4742904,183606,3.7
Michigan,2019,May,4953458,4758593,194865,3.9
Michigan,2019,Jun,5006733,4788324,218409,4.4
Michigan,2019,Jul,5025280,4770836,254444,5.1
Michigan,2019,Aug,4984864,4776588,208276,4.2
Michigan,2019,Sep,4943788,4759129,184659,3.7
Michigan,2019,Oct,4938576,4764524,174052,3.5
Minnesota,2016,Jan,3002875,2867453,135422,4.5
Minnesota,2016,Feb,3015386,2880353,135033,4.5
Minnesota,2016,Mar,3022550,2884947,137603,4.6
Minnesota,2016,Apr,3017603,2905927,111676,3.7
Minnesota,2016,May,3021412,2924114,97298,3.2
Minnesota,2016,Jun,3052392,2931197,121195,4
Minnesota,2016,Jul,3063547,2947258,116289,3.8
